3770.632      H-9         1    10.
3797.900      H-8         1    10.
3835.386      H-7         1    10.
3889.051      H-6         1    10.
3933.664      CaII-K      1    10.
4101.737      H-del       1    10.
4226.728      CaI         1    10.
4340.468      H-gam       1    10.
4861.332      H-bet       1    10.
4861.332      H-bet       1    10.
